Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
0.88,Very Good,I,SI1,G,G,GIA,2699,2013-11-09
0.77,Ideal,I,VS1,EX,EX,GIA,2798,2013-11-10
1.51,Ideal,H,VS1,EX,EX,GIA,10186,2013-11-11
1.26,Ideal,H,VS1,EX,EX,GIA,8238,2013-11-12
1.21,Ideal,I,SI1,VG,VG,GIA,5452,2013-11-13
0.9,Ideal,E,SI1,VG,VG,GIA,4471,2013-11-14
1.24,Ideal,G,VS2,EX,EX,GIA,9209,2013-11-15
2.1,Very Good,D,SI1,VG,VG,GIA,19644,2013-11-16
1.0,Very Good,H,VS1,EX,VG,GIA,5619,2013-11-17
1.0,Ideal,F,VS1,EX,EX,GIA,7928,2013-11-18
0.76,Ideal,I,VS1,ID,ID,AGSL,2679,2013-11-19
1.01,Ideal,G,VS2,VG,EX,GIA,6449,2013-11-20
1.13,Very Good,G,VVS1,EX,EX,GIA,9357,2013-11-21
0.91,Ideal,I,VVS2,ID,ID,AGSL,4663,2013-11-22
2.03,Very Good,I,VS2,VG,VG,GIA,17297,2013-11-23
1.01,Very Good,I,SI1,EX,VG,AGSL,4243,2013-11-24
0.9,Very Good,E,SI1,VG,VG,GIA,4324,2013-11-25
1.21,Very Good,I,SI1,G,VG,GIA,5452,2013-11-26
1.28,Ideal,E,VS2,VG,VG,GIA,9568,2013-11-27
1.04,Ideal,I,IF,VG,VG,GIA,6155,2013-11-28
1.72,Ideal,F,VS2,VG,EX,GIA,17779,2013-11-29
1.52,Very Good,G,VS1,VG,VG,GIA,13492,2013-11-30
2.2,Very Good,H,VS2,EX,EX,GIA,20072,2013-12-01
2.0,Very Good,H,SI1,EX,EX,GIA,8803,2013-12-02
1.5,Ideal,F,VS2,EX,EX,GIA,13955,2013-12-03
2.2,Good,I,VS1,VG,VG,GIA,19830,2013-12-04
1.71,Ideal,D,SI1,EX,EX,GIA,16575,2013-12-05
2.0,Very Good,E,VS2,VG,VG,GIA,24530,2013-12-06
1.65,Ideal,I,SI1,EX,EX,GIA,10365,2013-12-07
1.62,Ideal,H,VVS2,VG,VG,GIA,13843,2013-12-08
1.7,Very Good,G,VS2,EX,EX,GIA,18107,2013-12-09
1.0,Good,E,VS2,G,G,GIA,6445,2013-12-10
1.0,Good,D,VS2,VG,G,GIA,6389,2013-12-11
1.72,Ideal,G,VVS2,VG,EX,GIA,19353,2013-12-12
1.53,Ideal,G,SI1,EX,VG,GIA,10947,2013-12-13
2.01,Very Good,H,VS2,VG,G,GIA,19044,2013-12-14
1.21,Good,E,SI1,VG,VG,GIA,6861,2013-12-15
1.17,Very Good,H,IF,G,G,GIA,7644,2013-12-16
2.04,Very Good,I,VS1,G,G,GIA,18127,2013-12-17
1.22,Very Good,G,VVS1,VG,G,GIA,10529,2013-12-18
0.9,Very Good,I,VS1,VG,VG,GIA,3880,2013-12-19
1.04,Ideal,G,VS1,EX,EX,GIA,7467,2013-12-20
1.53,Very Good,I,SI1,EX,EX,GIA,7971,2013-12-21
1.06,Very Good,D,SI1,G,G,GIA,5893,2013-12-22
1.04,Ideal,G,VVS2,EX,EX,GIA,8515,2013-12-23
2.48,Ideal,D,VVS1,EX,EX,GIA,67382,2013-12-24
0.8,Ideal,H,IF,EX,VG,GIA,3831,2013-12-25
1.12,Ideal,H,IF,EX,VG,GIA,7971,2013-12-26
1.01,Very Good,G,VVS2,G,G,GIA,7226,2013-12-27
2.09,Ideal,D,VS1,EX,EX,GIA,38627,2013-12-28
1.54,Ideal,F,VS1,VG,VG,GIA,17194,2013-12-29
0.92,Good,I,VS2,G,G,GIA,3785,2013-12-30
1.45,Very Good,I,IF,EX,VG,GIA,9683,2013-12-31
2.48,Very Good,F,VVS1,VG,VG,GIA,50585,2014-01-01
1.2,Very Good,I,SI1,EX,EX,GIA,5955,2014-01-02
0.83,Ideal,G,VS2,EX,EX,GIA,3849,2014-01-03
1.0,Very Good,H,SI1,EX,VG,GIA,5161,2014-01-04
2.43,Very Good,E,VS1,VG,VG,GIA,44379,2014-01-05
1.02,Ideal,H,SI1,EX,EX,GIA,5301,2014-01-06
0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3702,2014-01-07
1.0,Very Good,E,SI1,VG,G,GIA,5718,2014-01-08
2.08,Very Good,I,VS2,VG,VG,GIA,16664,2014-01-09
0.92,Ideal,I,VS2,VG,VG,GIA,3679,2014-01-10
1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079,2014-01-11
0.76,Ideal,D,SI1,VG,VG,GIA,3075,2014-01-12
0.77,Very Good,I,VS2,VG,VG,GIA,2513,2014-01-13
1.52,Ideal,I,IF,EX,EX,GIA,12847,2014-01-14
2.09,Ideal,G,VS2,G,G,GIA,26058,2014-01-15
1.27,Ideal,H,VS1,EX,EX,GIA,8652,2014-01-16
1.01,Good,G,SI1,VG,VG,GIA,4781,2014-01-17
0.75,Very Good,I,VVS2,ID,ID,AGSL,2744,2014-01-18
2.07,Ideal,F,VS1,EX,EX,GIA,33687,2014-01-19
2.5,Ideal,H,VS2,EX,EX,GIA,29223,2014-01-20
1.71,Ideal,I,SI1,VG,EX,GIA,10668,2014-01-21
1.52,Very Good,G,SI1,EX,VG,GIA,11014,2014-01-22
2.17,Very Good,I,SI1,EX,VG,GIA,15760,2014-01-23
1.3,Ideal,I,IF,EX,VG,GIA,8027,2014-01-24
1.22,Ideal,H,VVS2,VG,EX,GIA,7835,2014-01-25
0.9,Very Good,G,IF,EX,VG,GIA,5754,2014-01-26
2.66,Ideal,G,VVS1,EX,VG,GIA,46861,2014-01-27
2.16,Ideal,G,VS2,EX,EX,GIA,27874,2014-01-28
2.05,Ideal,D,VS2,EX,EX,GIA,31298,2014-01-29
1.02,Very Good,G,VS1,EX,VG,GIA,6622,2014-01-30
1.01,Very Good,G,VS2,EX,VG,GIA,5944,2014-01-31
1.0,Good,H,SI1,VG,G,GIA,4447,2014-02-01
1.01,Very Good,E,VS2,VG,G,GIA,6522,2014-02-02
2.01,Ideal,F,SI1,EX,EX,GIA,22373,2014-02-03
1.11,Very Good,F,VS1,G,G,GIA,8233,2014-02-04
1.06,Ideal,F,VS2,EX,EX,GIA,7641,2014-02-05
1.14,Very Good,I,SI1,VG,VG,GIA,4973,2014-02-06
1.36,Signature-Ideal,H,SI1,EX,EX,GIA,8989,2014-02-07
1.2,Very Good,I,VS2,VG,VG,GIA,5986,2014-02-08
2.02,Good,I,VS2,VG,G,GIA,16593,2014-02-09
1.51,Ideal,I,VS2,VG,VG,GIA,9337,2014-02-10
1.23,Ideal,H,VS1,EX,EX,GIA,7803,2014-02-11
0.9,Very Good,F,VS1,EX,VG,GIA,5167,2014-02-12
1.02,Very Good,D,SI1,VG,G,GIA,5778,2014-02-13
2.1,Ideal,H,VS2,ID,ID,AGSL,22093,2014-02-14
2.02,Ideal,G,VS1,VG,VG,GIA,24579,2014-02-15
1.5,Very Good,F,VS2,EX,EX,GIA,13537,2014-02-16
1.5,Good,I,VS1,G,VG,GIA,9278,2014-02-17
0.96,Fair,E,SI1,VG,VG,GIA,4308,2014-02-18
1.1,Very Good,G,VS2,G,VG,GIA,7406,2014-02-19
1.13,Ideal,H,SI1,EX,VG,GIA,5671,2014-02-20
1.51,Very Good,G,VVS2,EX,EX,GIA,15110,2014-02-21
1.06,Very Good,H,SI1,EX,EX,GIA,5664,2014-02-22
2.07,Very Good,F,VS1,VG,G,GIA,29735,2014-02-23
1.25,Ideal,F,IF,VG,VG,GIA,14551,2014-02-24
1.51,Ideal,D,VVS2,ID,ID,AGSL,20613,2014-02-25
1.01,Ideal,F,VS2,EX,EX,GIA,7338,2014-02-26
0.75,Very Good,E,SI1,EX,EX,GIA,2993,2014-02-27
1.5,Ideal,I,VS2,ID,ID,AGSL,10181,2014-02-28
1.51,Very Good,G,SI1,EX,VG,GIA,10947,2014-03-01
1.16,Very Good,G,VVS1,G,VG,GIA,9023,2014-03-02
1.02,Very Good,F,VS1,VG,EX,GIA,7010,2014-03-03
1.21,Ideal,H,VVS2,ID,ID,AGSL,7954,2014-03-04
1.08,Very Good,F,VVS2,G,VG,GIA,8221,2014-03-05
0.94,Very Good,H,VS1,EX,VG,GIA,4556,2014-03-06
1.74,Very Good,D,SI1,G,VG,GIA,16286,2014-03-07
2.0,Good,H,VS1,EX,EX,GIA,17440,2014-03-08
1.04,Very Good,D,VS2,ID,EX,AGSL,7653,2014-03-09
1.5,Very Good,H,VS1,EX,EX,GIA,12152,2014-03-10
1.51,Good,I,SI1,G,VG,GIA,7461,2014-03-11
1.34,Very Good,H,VVS2,VG,VG,GIA,9735,2014-03-12
1.02,Very Good,G,SI1,VG,VG,GIA,4624,2014-03-13
1.0,Ideal,F,SI1,EX,EX,GIA,5115,2014-03-14
1.0,Good,G,SI1,VG,VG,GIA,4661,2014-03-15
1.17,Ideal,G,VVS2,EX,EX,GIA,9142,2014-03-16
1.22,Ideal,H,VS1,VG,EX,GIA,7418,2014-03-17
0.9,Very Good,D,VS2,VG,VG,GIA,4981,2014-03-18
1.08,Ideal,I,SI1,EX,EX,GIA,4705,2014-03-19
1.12,Ideal,D,SI1,G,G,GIA,7153,2014-03-20
1.16,Ideal,F,VS2,EX,EX,GIA,9432,2014-03-21
2.05,Ideal,G,IF,VG,G,GIA,34736,2014-03-22
0.81,Ideal,D,SI1,VG,VG,GIA,4053,2014-03-23
0.9,Very Good,G,VS2,G,VG,GIA,4276,2014-03-24
2.02,Good,G,SI1,VG,G,GIA,19466,2014-03-25
2.13,Very Good,G,VS2,VG,G,GIA,25921,2014-03-26
1.01,Ideal,D,IF,EX,EX,GIA,19146,2014-03-27
0.87,Very Good,D,SI1,G,G,GIA,3664,2014-03-28
1.13,Signature-Ideal,H,VS2,EX,EX,GIA,7464,2014-03-29
2.02,Very Good,F,VS2,VG,G,GIA,26435,2014-03-30
2.09,Ideal,F,SI1,ID,ID,AGSL,22280,2014-03-31
1.01,Very Good,E,VS2,EX,VG,GIA,6456,2014-04-01
0.9,Very Good,I,SI1,VG,VG,GIA,3407,2014-04-02
1.17,Ideal,F,VVS1,ID,ID,AGSL,11029,2014-04-03
1.19,Ideal,H,VS2,EX,EX,GIA,7633,2014-04-04
2.22,Ideal,G,VS1,EX,EX,GIA,32516,2014-04-05
1.5,Very Good,E,SI1,VG,G,GIA,12000,2014-04-06
0.95,Very Good,D,SI1,G,G,GIA,5101,2014-04-07
1.51,Very Good,E,VS2,VG,G,GIA,12779,2014-04-08
1.15,Ideal,H,VS2,EX,EX,GIA,6772,2014-04-09
1.02,Ideal,G,VS2,ID,ID,AGSL,6499,2014-04-10
0.9,Very Good,G,VS1,VG,VG,GIA,4813,2014-04-11
2.2,Ideal,D,VS2,VG,VG,GIA,32780,2014-04-12
1.11,Ideal,G,VVS1,EX,EX,GIA,9345,2014-04-13
1.2,Ideal,E,VVS2,VG,VG,GIA,11883,2014-04-14
1.51,Very Good,I,VS1,VG,VG,GIA,10231,2014-04-15
0.9,Good,G,VS2,EX,G,GIA,4291,2014-04-16
1.09,Ideal,H,VS2,ID,ID,AGSL,5732,2014-04-17
1.57,Very Good,D,SI1,EX,EX,GIA,12697,2014-04-18
1.01,Ideal,D,SI1,EX,EX,GIA,6257,2014-04-19
2.2,Ideal,F,IF,EX,EX,GIA,48845,2014-04-20
0.9,Very Good,I,VS2,VG,VG,GIA,3605,2014-04-21
1.58,Ideal,H,VS2,EX,VG,GIA,11419,2014-04-22
2.15,Very Good,G,VS2,EX,EX,GIA,25538,2014-04-23
2.01,Very Good,G,SI1,EX,VG,GIA,19079,2014-04-24
2.15,Very Good,I,VS2,VG,VG,GIA,17774,2014-04-25
1.51,Good,F,VS2,G,G,GIA,13010,2014-04-26
2.22,Very Good,H,SI1,VG,VG,GIA,20073,2014-04-27
1.27,Ideal,G,VS2,EX,EX,GIA,9489,2014-04-28
1.32,Very Good,H,VVS2,VG,VG,GIA,9513,2014-04-29
1.04,Ideal,G,VS2,VG,VG,GIA,6468,2014-04-30
1.07,Very Good,G,VS2,VG,G,GIA,6274,2014-05-01
0.83,Ideal,H,VS1,ID,ID,AGSL,3433,2014-05-02
0.77,Very Good,D,SI1,EX,EX,GIA,3040,2014-05-03
1.05,Ideal,I,SI1,EX,EX,GIA,4516,2014-05-04
1.52,Ideal,H,SI1,ID,ID,AGSL,11797,2014-05-05
1.19,Good,H,VS1,EX,EX,GIA,7152,2014-05-06
0.77,Very Good,F,VS2,VG,EX,GIA,3500,2014-05-07
1.01,Ideal,D,IF,EX,VG,GIA,17458,2014-05-08
1.55,Ideal,G,VVS2,EX,EX,GIA,15979,2014-05-09
2.05,Ideal,I,SI1,VG,VG,GIA,15629,2014-05-10
2.0,Very Good,F,SI1,G,G,GIA,18759,2014-05-11
1.51,Very Good,F,VVS2,EX,EX,GIA,17203,2014-05-12
2.08,Very Good,H,VS1,ID,ID,AGSL,23041,2014-05-13
2.23,Ideal,I,VVS2,EX,EX,GIA,22328,2014-05-14
1.29,Ideal,H,VS2,ID,ID,AGSL,8482,2014-05-15
2.01,Good,H,SI1,VG,VG,GIA,14968,2014-05-16
1.2,Ideal,D,SI1,EX,EX,GIA,8037,2014-05-17
2.14,Ideal,I,SI1,EX,EX,GIA,17213,2014-05-18
1.62,Ideal,I,VVS1,EX,EX,GIA,12186,2014-05-19
1.11,Ideal,F,VS2,EX,VG,GIA,8347,2014-05-20
1.5,Good,E,VS2,VG,VG,GIA,12649,2014-05-21
1.01,Very Good,H,VS2,G,G,GIA,5861,2014-05-22
2.07,Very Good,H,VS2,EX,EX,AGSL,19602,2014-05-23
1.0,Fair,F,VS2,G,G,GIA,6210,2014-05-24
1.14,Very Good,D,SI1,EX,EX,GIA,6464,2014-05-25
1.2,Good,G,VS2,VG,VG,GIA,6793,2014-05-26
1.2,Ideal,F,VVS1,EX,EX,GIA,11840,2014-05-27
0.9,Ideal,I,SI1,EX,EX,GIA,3537,2014-05-28
2.26,Ideal,F,VS1,EX,G,GIA,35200,2014-05-29
1.2,Ideal,G,VS1,EX,EX,GIA,9625,2014-05-30
1.3,Ideal,I,SI1,VG,VG,GIA,6451,2014-05-31
1.01,Ideal,F,VS1,EX,VG,GIA,6945,2014-06-01
1.53,Ideal,F,SI1,ID,ID,AGSL,12616,2014-06-02
0.75,Ideal,I,VS2,EX,EX,GIA,2680,2014-06-03
0.85,Ideal,G,SI1,VG,EX,GIA,3403,2014-06-04
1.02,Good,F,SI1,VG,VG,GIA,4983,2014-06-05
0.81,Very Good,I,VS2,G,G,GIA,2714,2014-06-06
1.51,Very Good,I,VS2,G,VG,GIA,9058,2014-06-07
1.0,Good,I,VS1,EX,G,GIA,4489,2014-06-08
2.1,Very Good,F,VS2,EX,EX,GIA,29308,2014-06-09
1.06,Ideal,G,VS2,VG,EX,GIA,6570,2014-06-10
2.02,Very Good,D,VS2,VG,G,GIA,31941,2014-06-11
1.58,Ideal,H,VVS2,EX,EX,GIA,13397,2014-06-12
0.91,Very Good,I,VS2,VG,G,GIA,3664,2014-06-13
1.04,Very Good,G,VVS2,G,G,GIA,8107,2014-06-14
2.58,Ideal,E,VS2,VG,EX,GIA,40625,2014-06-15
1.54,Ideal,H,VS1,ID,ID,AGSL,12120,2014-06-16
1.23,Ideal,H,VVS2,EX,EX,GIA,8509,2014-06-17
0.96,Very Good,H,SI1,EX,VG,GIA,4027,2014-06-18
2.19,Ideal,G,IF,EX,EX,GIA,40667,2014-06-19
1.23,Very Good,I,VS2,G,VG,GIA,5874,2014-06-20
1.2,Very Good,G,VS1,G,VG,GIA,8150,2014-06-21
1.5,Good,I,VS2,EX,VG,GIA,8999,2014-06-22
1.0,Good,G,SI1,VG,G,GIA,4859,2014-06-23
1.21,Very Good,E,VVS2,EX,VG,GIA,11213,2014-06-24
1.22,Good,G,VS2,EX,VG,GIA,8533,2014-06-25
1.01,Very Good,G,VS2,EX,G,GIA,5777,2014-06-26
1.59,Ideal,D,SI1,VG,VG,GIA,13298,2014-06-27
1.14,Signature-Ideal,G,VS1,ID,ID,AGSL,9090,2014-06-28
1.09,Ideal,E,VS1,VG,EX,GIA,8810,2014-06-29
1.15,Very Good,E,VVS1,VG,VG,GIA,11906,2014-06-30
1.2,Ideal,G,VS1,VG,VG,GIA,8954,2014-07-01
1.2,Very Good,D,SI1,EX,VG,GIA,8089,2014-07-02
0.9,Good,E,SI1,VG,VG,GIA,3931,2014-07-03
2.18,Ideal,H,VS2,EX,EX,GIA,23470,2014-07-04
0.9,Good,D,SI1,EX,VG,GIA,4117,2014-07-05
0.91,Very Good,G,VS2,EX,EX,GIA,5484,2014-07-06
1.0,Very Good,E,SI1,EX,EX,GIA,6207,2014-07-07
1.14,Ideal,E,VS1,VG,VG,GIA,8845,2014-07-08
1.5,Very Good,H,VVS1,VG,VG,GIA,11654,2014-07-09
1.1,Signature-Ideal,G,SI1,ID,ID,AGSL,6837,2014-07-10
1.0,Very Good,E,SI1,VG,VG,GIA,5051,2014-07-11
1.72,Ideal,G,SI1,ID,ID,AGSL,13215,2014-07-12
2.02,Very Good,H,VS1,VG,VG,GIA,21039,2014-07-13
1.34,Very Good,I,VS2,VG,VG,GIA,6883,2014-07-14
1.01,Ideal,D,VS1,EX,EX,GIA,8977,2014-07-15
0.9,Very Good,D,SI1,VG,VG,GIA,4661,2014-07-16
1.52,Ideal,F,VVS2,EX,EX,GIA,20211,2014-07-17
1.0,Very Good,E,VS2,EX,EX,GIA,7060,2014-07-18
1.2,Very Good,G,IF,EX,EX,GIA,10495,2014-07-19
1.21,Very Good,D,VVS2,VG,VG,GIA,13630,2014-07-20
0.85,Ideal,D,SI1,VG,VG,GIA,3639,2014-07-21
2.0,Good,F,SI1,G,G,GIA,18376,2014-07-22
1.08,Very Good,G,VS2,VG,G,GIA,6777,2014-07-23
1.5,Good,F,SI1,G,G,GIA,11668,2014-07-24
1.52,Very Good,I,SI1,ID,EX,AGSL,9163,2014-07-25
1.04,Ideal,G,VS2,VG,VG,GIA,6481,2014-07-26
1.02,Very Good,E,SI1,VG,VG,GIA,5207,2014-07-27
1.64,Signature-Ideal,I,VS2,ID,ID,AGSL,12199,2014-07-28
2.0,Good,G,VS2,EX,G,GIA,20426,2014-07-29
2.64,Very Good,D,IF,VG,EX,GIA,93813,2014-07-30
0.9,Very Good,I,SI1,G,G,GIA,3168,2014-07-31
1.01,Very Good,G,VS1,EX,EX,GIA,6905,2014-08-01
0.9,Ideal,H,VS1,VG,EX,AGSL,4634,2014-08-02
0.9,Good,F,VS1,VG,VG,GIA,4508,2014-08-03
0.9,Very Good,H,VS2,VG,VG,GIA,4314,2014-08-04
1.4,Ideal,G,VVS2,VG,VG,GIA,14231,2014-08-05
2.01,Very Good,D,SI1,VG,VG,GIA,21440,2014-08-06
2.09,Very Good,H,VS2,EX,VG,GIA,22791,2014-08-07
0.91,Good,D,SI1,VG,G,GIA,4265,2014-08-08
0.92,Very Good,D,SI1,VG,VG,GIA,5209,2014-08-09
1.01,Very Good,F,SI1,EX,EX,GIA,5231,2014-08-10
0.79,Ideal,E,SI1,G,G,GIA,3171,2014-08-11
1.83,Ideal,G,VS2,EX,EX,GIA,19293,2014-08-12
1.06,Ideal,F,VVS1,VG,EX,GIA,10307,2014-08-13
0.9,Good,D,SI1,EX,EX,GIA,4362,2014-08-14
1.0,Good,D,VVS2,VG,EX,GIA,8949,2014-08-15
0.76,Ideal,D,SI1,EX,EX,GIA,3306,2014-08-16
2.13,Ideal,H,SI1,EX,EX,GIA,19969,2014-08-17
2.03,Ideal,F,VS2,EX,EX,GIA,27293,2014-08-18
1.55,Ideal,I,VS1,ID,ID,AGSL,10583,2014-08-19
1.08,Good,E,SI1,VG,VG,GIA,5575,2014-08-20
0.79,Very Good,F,SI1,G,VG,GIA,2878,2014-08-21
1.06,Very Good,G,SI1,EX,EX,GIA,5435,2014-08-22
1.37,Ideal,I,VS2,ID,ID,AGSL,7966,2014-08-23
1.5,Very Good,E,SI1,EX,EX,GIA,11194,2014-08-24
2.0,Good,G,VS2,VG,G,GIA,24376,2014-08-25
1.46,Very Good,D,IF,EX,VG,AGSL,25848,2014-08-26
2.32,Very Good,F,VS2,VG,G,GIA,32906,2014-08-27
2.08,Ideal,E,VS1,EX,EX,GIA,35771,2014-08-28
0.76,Very Good,G,VVS2,G,G,GIA,3394,2014-08-29
1.05,Very Good,H,SI1,VG,VG,GIA,5406,2014-08-30
2.07,Very Good,G,VS2,G,G,GIA,27305,2014-08-31
1.28,Ideal,G,VVS2,EX,EX,GIA,11996,2014-09-01
1.01,Ideal,H,SI1,VG,VG,GIA,4886,2014-09-02
2.01,Very Good,G,VS1,VG,G,GIA,25556,2014-09-03
1.01,Ideal,D,VVS2,VG,VG,GIA,10819,2014-09-04
1.09,Ideal,I,VS2,EX,EX,GIA,5421,2014-09-05
0.8,Very Good,G,SI1,G,VG,GIA,2885,2014-09-06
1.01,Ideal,E,VS2,VG,VG,GIA,6956,2014-09-07
1.01,Ideal,G,VS2,ID,ID,AGSL,6439,2014-09-08
0.78,Ideal,G,VS1,EX,EX,GIA,3736,2014-09-09
2.61,Ideal,I,SI1,EX,EX,GIA,22110,2014-09-10
2.51,Ideal,D,VS1,VG,VG,GIA,46395,2014-09-11
1.05,Very Good,I,VS2,VG,VG,GIA,4975,2014-09-12
1.76,Good,H,SI1,G,VG,GIA,12429,2014-09-13
1.16,Ideal,G,SI1,EX,EX,GIA,5908,2014-09-14
2.39,Ideal,H,VVS1,VG,VG,GIA,31857,2014-09-15
1.05,Ideal,H,SI1,EX,EX,GIA,4924,2014-09-16
1.46,Good,E,VS2,G,VG,GIA,11851,2014-09-17
1.01,Very Good,H,VVS1,EX,ID,AGSL,6733,2014-09-18
1.54,Ideal,G,VS1,ID,ID,AGSL,14462,2014-09-19
1.51,Very Good,F,SI1,VG,G,GIA,11164,2014-09-20
1.18,Ideal,I,SI1,VG,EX,GIA,5378,2014-09-21
1.03,Very Good,G,VS2,EX,EX,GIA,6931,2014-09-22
0.83,Ideal,H,VVS1,EX,EX,GIA,3846,2014-09-23
1.39,Very Good,I,VS2,G,G,GIA,7130,2014-09-24
0.91,Ideal,E,SI1,EX,EX,GIA,5458,2014-09-25
1.24,Ideal,I,SI1,EX,EX,GIA,6232,2014-09-26
2.03,Very Good,I,VS2,EX,EX,GIA,16685,2014-09-27
1.12,Ideal,E,VS1,EX,VG,GIA,9719,2014-09-28
1.0,Good,G,VS1,EX,EX,GIA,6187,2014-09-29
1.51,Good,F,VVS2,EX,EX,GIA,14654,2014-09-30
1.2,Ideal,I,VS2,G,VG,GIA,5514,2014-10-01
2.0,Very Good,D,VS2,VG,G,GIA,24578,2014-10-02
1.01,Very Good,H,SI1,EX,EX,GIA,5026,2014-10-03
1.5,Very Good,I,VS2,G,G,GIA,8827,2014-10-04
0.79,Ideal,D,SI1,EX,EX,GIA,3605,2014-10-05
0.79,Ideal,I,VS1,VG,VG,GIA,2846,2014-10-06
0.92,Very Good,H,SI1,G,G,GIA,3800,2014-10-07
2.09,Ideal,H,VS1,EX,VG,GIA,22315,2014-10-08
1.08,Very Good,H,SI1,VG,EX,GIA,5127,2014-10-09
2.03,Very Good,H,VS1,VG,G,GIA,19249,2014-10-10
2.17,Ideal,I,VS1,EX,EX,GIA,21482,2014-10-11
1.19,Good,G,SI1,G,G,GIA,4958,2014-10-12
1.54,Very Good,I,IF,VG,G,GIA,10937,2014-10-13
1.05,Ideal,F,VS2,VG,EX,GIA,7019,2014-10-14
1.0,Good,H,SI1,VG,VG,GIA,4574,2014-10-15
2.51,Ideal,H,VS2,VG,VG,GIA,28105,2014-10-16
1.5,Very Good,E,VVS1,VG,G,GIA,21690,2014-10-17
0.76,Ideal,H,VVS1,EX,VG,GIA,3363,2014-10-18
0.84,Very Good,F,VS2,VG,VG,GIA,3174,2014-10-19
1.66,Ideal,I,VS2,EX,EX,GIA,10795,2014-10-20
0.83,Ideal,D,SI1,EX,EX,GIA,3990,2014-10-21
2.04,Very Good,I,SI1,ID,ID,AGSL,17323,2014-10-22
0.92,Ideal,D,VS2,EX,EX,GIA,6734,2014-10-23
1.59,Very Good,F,VVS2,VG,VG,GIA,18406,2014-10-24
1.02,Very Good,G,VVS2,EX,G,GIA,7292,2014-10-25
1.12,Signature-Ideal,E,VS2,ID,ID,AGSL,9710,2014-10-26
2.01,Good,H,VS1,VG,VG,GIA,20157,2014-10-27
2.01,Very Good,D,VS1,VG,VG,GIA,40217,2014-10-28
0.76,Ideal,D,VS1,EX,EX,GIA,3746,2014-10-29
1.09,Very Good,F,VS2,EX,EX,GIA,6990,2014-10-30
1.51,Very Good,I,VS2,EX,EX,GIA,9297,2014-10-31
1.5,Very Good,F,SI1,EX,VG,GIA,10372,2014-11-01
1.01,Fair,I,VS1,VG,G,GIA,4263,2014-11-02
0.76,Very Good,G,VS2,EX,VG,GIA,2699,2014-11-03
1.65,Ideal,I,VS1,VG,EX,GIA,11472,2014-11-04
0.77,Ideal,H,VVS1,EX,VG,GIA,3638,2014-11-05
0.91,Very Good,F,SI1,EX,VG,GIA,4785,2014-11-06
0.91,Very Good,H,VVS2,EX,EX,GIA,4389,2014-11-07
2.03,Ideal,H,VS1,VG,VG,GIA,24768,2014-11-08
1.08,Very Good,I,SI1,EX,EX,GIA,4790,2014-11-09
0.77,Very Good,G,SI1,VG,VG,GIA,2915,2014-11-10
1.48,Good,G,IF,G,G,GIA,15164,2014-11-11
2.01,Ideal,H,VS1,VG,G,GIA,21204,2014-11-12
0.8,Very Good,F,SI1,VG,VG,GIA,3532,2014-11-13
2.26,Good,G,VS2,VG,VG,GIA,26847,2014-11-14
1.0,Very Good,F,SI1,EX,G,GIA,4908,2014-11-15
1.09,Signature-Ideal,I,VS1,EX,EX,GIA,6225,2014-11-16
0.91,Good,F,SI1,EX,VG,GIA,3893,2014-11-17
2.13,Ideal,G,VVS2,EX,EX,GIA,31390,2014-11-18
1.12,Good,G,SI1,EX,VG,GIA,5640,2014-11-19
1.01,Good,G,SI1,VG,G,GIA,4805,2014-11-20
2.01,Good,I,VS2,EX,EX,AGSL,15290,2014-11-21
2.41,Ideal,I,SI1,EX,EX,GIA,19515,2014-11-22
1.04,Very Good,D,IF,G,G,GIA,14206,2014-11-23
0.91,Ideal,D,SI1,ID,ID,AGSL,5142,2014-11-24
2.28,Very Good,F,VS1,VG,VG,GIA,37274,2014-11-25
1.01,Very Good,F,IF,EX,G,GIA,9873,2014-11-26
2.0,Good,F,SI1,EX,EX,GIA,18069,2014-11-27
1.51,Very Good,I,VS2,VG,VG,GIA,9058,2014-11-28
1.33,Good,G,VS1,VG,G,GIA,10096,2014-11-29
0.78,Ideal,D,VS2,EX,VG,GIA,3736,2014-11-30
0.78,Very Good,E,SI1,EX,EX,GIA,2565,2014-12-01
1.01,Good,E,VS2,VG,G,GIA,5829,2014-12-02
1.38,Ideal,H,SI1,VG,VG,GIA,7930,2014-12-03
1.01,Very Good,G,VVS2,VG,EX,GIA,8538,2014-12-04
0.81,Good,H,SI1,VG,VG,GIA,2534,2014-12-05
1.11,Signature-Ideal,G,VVS2,EX,EX,GIA,10266,2014-12-06
1.01,Very Good,F,SI1,VG,VG,GIA,5174,2014-12-07
1.05,Ideal,H,SI1,VG,VG,GIA,5095,2014-12-08
2.01,Ideal,H,VS2,EX,EX,GIA,21254,2014-12-09
1.01,Very Good,F,VVS2,VG,EX,GIA,7583,2014-12-10
2.02,Ideal,I,VS1,EX,EX,GIA,18324,2014-12-11
0.9,Very Good,D,SI1,EX,G,GIA,4405,2014-12-12
1.6,Ideal,I,VS1,EX,EX,GIA,11890,2014-12-13
2.0,Ideal,D,VS1,VG,VG,GIA,34689,2014-12-14
1.13,Ideal,D,VVS1,VG,EX,GIA,13335,2014-12-15
